jobTitle,Company,Rating,Location,Branche,est_minSalary,est_maxSalary,jobDescription,postDate
Business Analyst (m/w/d) in München oder Saarbrücken,Versicherungskammer Bayern,4.7,"München, Saarbrücken",Finanzdienstleister,67811,87677,"Sie sind das perfekte Bindeglied und Vermittler zwischen Fachbereichen und Anwendungsentwicklung. Sie ermitteln Bedarf und Wünsche der Fachbereiche und modellieren damit die Prozesse. Sie unterstützen die Entwickler bei der Umsetzung. Sie entwickeln Tests, führen diese durch und stellen damit die Qualität sicher. Fach-/Hochschulabschluss in Informatik, Wirtschaftsinformatik, BWL oder eine Ausbildung in der Versicherungsbranche mit guten Prozesskenntnissen. Unbedingt Prozess-Kenntnisse von Versicherern oder Banken. Optimalerweise Projekterfahrung im agilen Umfeld und Affinität zu technischen Themen. Kenntnisse über Anforderungsmanagement, Modellierungstechniken und Dokumentation in Confluence und Jira. Know-how über Microservices, Devops, Test Driven Development (TDD), SQL sowie über Datenmodellierung (UML, BPMN).",17-05-2022
Business Analyst (m/w/d) in der Geschäftsentwicklung,Fonds Finanz Maklerservice GmbH,4.5,München,,58155,75192,"Du bist für die Analyse und Auswertung von Kennzahlen für die Geschäftsentwicklung mittels unseres Business Intelligence Systems sowie bewährter Analysemethoden zuständig Du leitest Handlungsempfehlungen aus der Kennzahlenanalyse ab, bereitest diese in Form von Reports auf und unterstützt so bei der Vorbereitung strategischer Entscheidungen Du treibst die Prozessentwicklung und -optimierung im Bereich der Geschäftsentwicklung voran und verbesserst dabei unter anderem die Erfassung und Qualität der Daten Zu Deinen Aufgaben gehört außerdem die eigenverantwortliche Bearbeitung von (Teil-)Projekten und die Mitarbeit in abteilungsübergreifenden Projekten Du bringst Dich und Deine Ideen gerne mit ein, stellst Bestehendes in Frage und hilfst uns, als Team wie auch als Firma zu wachsen Du bringst ein erfolgreich abgeschlossenes wirtschaftswissenschaftliches Studium mit und konntest bereits fundierte Erfahrungen im Prozess- und Projektmanagement sammeln Wir freuen uns insbesondere über spartenübergreifende Berufserfahrung innerhalb der Versicherungsbranche Du verfügst über praktische Kenntnisse in der Kennzahlenaufbereitung und -analyse Du bringst nicht nur analytische und konzeptionelle Fähigkeiten mit, sondern kannst komplexe Sachverhalte auch einfach und zielgruppengerecht darstellen Du bist Zahlen affin und verfügst über sehr gute Kenntnisse in Microsoft Office – insbesondere in der Nutzung von Excel Du zeichnest Dich durch Deine strukturierte, eigenständige und zuverlässige Arbeitsweise aus",18-05-2022
Business Analyst (m/w/d) – Digitalvertrieb,R+V Allgemeine Versicherung AG,4.4,Wiesbaden,Versicherungen,69762,902,"In Ihrer Rolle konzipieren Sie Reports und Analyse­möglich­keiten rund um die Steuerung digitaler Vertriebs­wege. Im Zuge dessen treiben Sie die Weiterentwicklung der Organisation aktiv voran, inklusive der Implementierung relevanter Kennzahlen und Reports. Zudem bereiten Sie Planungsdaten für Produkte und Online-Vertriebskanäle vor, analysieren diese und stimmen sie passgenau ab. Weiterhin auf Ihrer Agenda: die Analyse und das Reporting von Abverkaufszahlen und Kosten über alle Vertriebskanäle, Abweichungsanalysen zu Budget, Forecast und Vorjahr sowie Trendanalysen. Nicht zuletzt erarbeiten Sie gekonnt Businesspläne und Wirtschaftlichkeitsrechnungen und zeigen Optionen für faktenbasierte Entscheidungen anhand von Simulationen auf. Erfolgreiches betriebswirtschaftliches Studium mit Schwerpunkt Controlling oder eine vergleichbare Qualifikation Fundierte Berufspraxis als Business Analyst (m/w/d) bzw. Controller (m/w/d) oder in einer ähnlichen Position Routiniert in der Budgetplanung, im Reporting und Forecast einschließlich Berichtsgestaltung Bestens vertraut mit MS Excel sowie BI Suite, Data-Mart, SQL o. Ä. Ausgeprägtes Verhandlungsgeschick kombiniert mit einem feinen Gespür für die Kundenbedürfnisse der Stakeholder",19-05-2022
Business Analyst (m/w/d) – Filialbetrieb,Sopra Financial Technology GmbH,,Nürnberg,Banken,73762,93942,"In einem cross-funktionalen Team spezifizierst Du sowohl funktionale als auch nicht funktionale Anforderungen Du stimmst die Anforderungen mit dem Team ab und priorisierst diese im Backlog Um unseren Test Driven Ansatz zu unterstützen, erstellst Du Testfälle bereits beim Spezifizieren der Anforderung und gestaltest somit die Definition of Done mit Value Stream übergreifend tauschst Du Dich mit anderen Product Ownern über best practices aus, um unsere Methodik kontinuierlich weiter zu entwickeln Du bist verantwortlich für die Bearbeitung von Incidents im 3rd Level. Du lieferst die Inhalte unserem Release Train zu Du verfügst über ein abgeschlossenes Studium der Wirtschaftsinformatik, Betriebswirtschaft (mit technischem Hintergrund) oder eine vergleichbare Ausbildung mit entsprechender Berufserfahrung Dir sind die Grundlagen des Requirements Engineering bekannt, um Anforderungen effizient dokumentieren und umsetzen zu können Du besitzt sowohl technische Affinität als auch für bankfachliche Prozesse Du bist es gewohnt im großen Team mit agilen Methoden zu arbeiten Gute Deutsch- und Englischkenntnisse in Wort und Schrift runden Dein Profil ab",21-05-2022
Business Analyst (m/w/d)*,Liebherr-MCCtec Rostock GmbH,,Rostock,,59742,77244,"Faszinierendes schaffen: Ihre Aufgaben Unterstützung und Beratung der Abteilungsleitung und Geschäftsführung bei der Auswahl und Einführung von DV-Systemen Aufnahme, Analyse und Abbildung von Geschäftsprozessen Planung von Softwareentwicklungsprojekten (Erstellung von Lasten- und Pflichtenheften, Ressourcenplanung von Projekten) Erstellung und Beschreibung der Softwarearchitektur Unterstützung und Schulung von Mitarbeitern bei der Einführung neuer Applikationen Bereitstellung von Daten aus dem ERP-System Stärken einbringen: Ihre Qualifikationen Erfolgreich abgeschlossenes Studium, vorzugsweise in den Bereichen Wirtschaftsinformatik oder Wirtschaftsingenieurwesen Berufserfahrung in einer vergleichbaren Position von Vorteil Gute Deutsch- und Englischkenntnisse Reisebereitschaft Ausgeprägte Kunden- und Dienstleistungsorientierung Hohes Maß an Eigeninitiative, Teamgeist und Flexibilität sowie eine gute Kommunikationsfähigkeit Freiraum nutzen: Ihre Vorteile Als weltweit agierendes Familienunternehmen bieten wir unseren Mitarbeitern langfristige und hervorragende Zukunftsperspektiven in einem innovativen Umfeld. Wir setzen auf die Vereinbarkeit von Familie und Beruf, fördern durch unsere Akademie eine kontinuierliche Aus- und Weiterbildung und leben ein aktives Gesundheitsmanagement. Mit uns - als verlässlicher und unabhängiger Arbeitgeber - erwartet Sie ein sicherer Arbeitsplatz in einer erfolgreichen Firmengruppe mit attraktiver Vergütung, modernen Sozialleistungen und der Möglichkeit zum mobilen Arbeiten. Gemeinsam schaffen wir Faszinierendes. *In dieser Stellenausschreibung wird aus Gründen der besseren Lesbarkeit und ohne Diskriminierungsabsicht die männliche Form verwendet. Hierin sind alle Geschlechter einbezogen.",20-05-2022
Business Analyst (m/w/d)* Fachkonzeption,Alte Leipziger Versicherung AG,,Oberursel (bei Frankfurt am Main),Versicherungen,63180,81689,"Analyse Verbesserung und Konzeption der technischen Unterstützung der Geschäftsprozesse für unsere Sachversicherungs-Sparte Erstellung und Pflege von Fachkonzepten als der fachliche Owner des Bestandsführungssystems Erstellung und Durchführung von fachlichen Tests Unterstützung des Fachbereichs bei der Erstellung von Fachvorgaben Moderation von Lösungsansätzen zwischen Fachbereich und Anwendungsentwicklung Mitarbeit in Projekten und Übernahme von Projektleitung Abgeschlossene Berufsausbildung (Kaufmann/Kauffrau für Versicherungen und Finanzen) oder abgeschlossenes Studium (Versicherungswesen, BWL, Informatik / Wirtschaftsinformatik) Berufspraxis aus einer vergleichbaren Schnittstellenfunktion im Versicherungswesen Kenntnisse der Richtlinien, Bedingungswerke und des Vertragsrechts auf dem Gebiet der Sachversicherung sowie Grundkenntnisse in anderen Sparten Erfahrung in der Geschäftsprozessgestaltung unter Einsatz von Standard-Software Kenntnisse im Projektmanagement und hohe IT-Affinität Praktisches Wissen bezüglich der Methoden und Werkzeuge zur Testanalyse Fähigkeit, komplexe Sachverhalte zu beschreiben, Lösungen zu entwickeln und Entscheidungen herbeizuführen Kommunikationsstärke, Teamorientierung und Organisationstalent",19-05-2022
Business Analyst (m|w|d) für Finanzberatungssoftware,Swiss Life Deutschland Holding GmbH,4.6,Hannover,Finanzdienstleister,,,"Für die optimale Beratung unserer Kunden (m/w/d) führen Sie mit den Beratenden Anforderungsanalysen durch Auf Basis der Bedarfsermittlung erstellen Sie Fachkonzepte und User-Stories zur Optimierung unserer Beratungssoftware Bei der Umsetzung stehen Sie dabei in engem Austausch mit unseren Vertrieben und relevanten Fachbereichen wie bspw. dem Produktmanagement Die Begleitung der technischen Implementierung sowie die Testverantwortung bei der Durchführung von Software-Updates gehören ebenfalls zu Ihren Aufgaben Sie wirken an Projekten mit und koordinieren eigenverantwortlich Teilprojekte Sie verfügen über eine erfolgreich abgeschlossene Ausbildung zum Versicherungskaufmann (m/w/d) bzw. Kaufmann (m/w/d) für Versicherungen und Finanzen Alternativ haben Sie ein Studium der Wirtschaftswissenschaften, Wirtschaftsinformatik, Betriebswirtschaftslehre oder einer vergleichbaren Richtung absolviert Idealerweise haben Sie bereits Erfahrungen im Scrum-Umfeld und/oder in der Finanz- und Versicherungsbranche gesammelt Ein ausgeprägtes analytisches und konzeptionelles Denkvermögen, gute Kommunikationsfähigkeiten sowie ein übergreifendes Prozessverständnis runden Ihr Profil ab",25-05-2022
Business Analyst (w/m/d),DS Holding GmbH,,Stapelfeld,,69532,93516,"Konzeption, Planung, Betreuung, Dokumentation und Optimierung von Prozessen und Systemen Schnittstelle und Ansprechpartner für die einzelnen Fachabteilungen Betreuung neuer IT Systeme bei System- und Funktionsabnahmen, Übertrag in Rollout-Verfahren Kontinuierliche Verbesserung und Optimierung der internen Prozesse und Abläufe, sowie die Weiterentwicklung der eingesetzten IT Systeme Ableitung von Optimierungsansätzen hinsichtlich Qualität und Effizienz der Betreibung Kenntnisse im agilen Projektmanagement und allgemeinen Projektmanagementmethoden Erfolgreich abgeschlossenes betriebswirtschaftliches Studium oder eine kfm. Berufsausbildung, sowie erste Berufserfahrung in einer vergleichbaren Position Ausgeprägte Kenntnisse der gängigen MS-Office Anwendungen (Word, Excel, Outlook und Power Point) Strukturierte Arbeitsweise und ausgeprägte Hands-On-Mentalität Ausgeprägte Fähigkeit, komplexe Sachverhalte wirksam zu vermitteln Durchsetzungsfähigkeit und hohe strategische Kompetenz",25-05-2022
Business Analyst (w/m/d),Deutsche Bahn AG,3.8,Frankfurt am Main,Sonstige Branchen,,,"Zum nächstmöglichen Zeitpunkt suchen wir Dich als Business Analyst für die DB Regio AG am Standort Frankfurt (Main). Deine Aufgaben: Du entwickelst KPIs und Dashboards mittels Qlik Sense zur Verbesserung bestehender Steuerungswerkzeuge (u.a. für wirtschaftliche und betriebliche Performance) Dabei gestaltest Du nutzerfreundliche, automatisierte und skalierbare Detail-Auswertungen zu entscheidungsrelevanten Geschäftsinformationen Nicht standardisierte Analysen großer Datenmengen, deren Interpretation und Ergebnisdarstellung zur Optimierung von Use- Cases sind, sind Teil Deiner Aufgaben Du importierst, transformierst und analysierst Daten aus unseren operativen Quell-Systemen, insbesondere unter Anwendung von SQL Proaktiv erkennst Du Trends, überregionale Muster und Abweichung und leitest daraus Handlungsempfehlungen ab Du dokumentierst und definierst neue Standards in der Datenanalyse Die digitale Fähigkeit innerhalb der Organisation wird von Dir vorangetrieben in dem Du die Anwender dazu befähigst die Berichte und automatisierten Lösungen zu beherrschen Dein Profil: Basis Deines Werdegangs ist ein erfolgreich abgeschlossenes Fach-/Hochschulstudium zum (Wirtschafts-)Informatiker oder vergleichbarer Fachrichtung sowie Praxiserfahrung im angegebenen Fachgebiet Im Umgang mit Dashboard Software (z.B.: QlikSense), SQL Servern/ Datenbanken und ETL Tools (z.B.: SSIS, ImportMaster) konntest Du bereits erste Erfahrungen sammeln Du liebst es, Dein Wissen zu teilen und förderst die Zusammenarbeit sowohl im Team als auch teamübergreifend - auf Dich kann man sich verlassen Du hast Spaß daran verschiedene (Daten)quellen miteinander zu verbinden, um Neuland zu erkunden - immer auf der Suche nach Potentialen für unternehmerische Optimierungen Als Schnittstelle zwischen IT und Betriebswirtschaft arbeitest Du mit Daten und verstehst betriebswirtschaftliche Zusammenhänge, um Dein technisches Wissen kundenorientiert und wertschöpfend einsetzen zu können Dir bereitet es Freude, Dich in komplexe Themengebiete einzuarbeiten und auch die Arbeit mit Dir unvertrauten Technologien zu erlernen Analytische Fähigkeiten, agile Methoden, wirtschaftliches Denken und eine gute Kommunikation zeichnen Dich aus",22-05-2022
Business Analyst (w/m/d),Rhenus Freight Services GmbH,,"Hilden, Dietzenbach, Holzwickede",,53524,69204,"Sie sind verantwortlich für die Analyse unserer bestehenden Geschäftsprozesse im kaufmännischen und gewerblichen Bereich und arbeiten kompetent Optimierungspotenziale aus. Hierbei strukturieren und dokumentieren Sie den Ist-Zustand unserer Prozesse sowie die Anforderungen von Stakeholdern, wobei Sie alle Interessensgruppen im Blick behalten. Engagiert und zielsicher gestalten Sie neue Prozess- und Arbeitsabläufe mit unseren Fachbereichen, wobei Ihre Expertenmeinung Gehör findet. Dazu analysieren Sie Anforderungen, entwickeln und bewerten Lösungsszenarien und unterstützen aktiv bei deren Umsetzung. Um eine nachhaltige Implementierung sicherzustellen, bereiten Sie die Prozessschulungen unserer Mitarbeiter vor und führen diese zielgruppengerecht durch. Ihr Studium mit dem Schwerpunkt Datenanalyse, Business Analytics oder Wirtschaftsinformatik haben Sie erfolgreich abgeschlossen oder eine vergleichbare Qualifikation. Idealerweise haben Sie erste Berufspraxis im speditionellen Umfeld oder in der Gestaltung und Umsetzung logistischer Prozesse sammeln können. Fortgeschrittenes Know-how in MS Office, insbesondere Excel, eine sichere Anwendung von Projektmanagement-Methoden und Grundkenntnisse in Englisch bringen Sie mit. Eine hohe IT-Affinität sowie eine strukturierte, sorgfältige Arbeitsweise gepaart mit einer hohen Kommunikations- und Teamfähigkeit zeichnen Sie aus. Sie überzeugen mit Ihrer Affinität für Zahlen und besitzen analytische Kompetenz mit der Fähigkeit, Daten und Infor­mationen zu inter­pretieren und in einem klaren und logischen Format darzustellen. Abschließend haben Sie Spaß daran, über den Tellerrand hinauszublicken, den Willen, etwas zu bewegen und die Bereitschaft zu Dienstreisen.",16-05-2022
